EAN;Curva;Produto;Concorrente;Preço concorrente;Nosso preço;Ganhador;Melhor preço;Classificação;Preço Drogaven;Preço Drogal;Preço DrogaRaia
7898589684611;C;PERFUME FEMININO PARFUM M12 SEXY 100ML;Drogaven;85.16;106.7;Drogaven;85.16;PRINCIPAL > PERFUMARIA > BELEZA > PERFUMES > FEMININO;85.16;0;0
7898589684390;C;PERFUME MASCULINO PARFUM MEN INVICTO 100ML;Drogaven;85.16;106.7;Drogaven;85.16;PRINCIPAL > PERFUMARIA > BELEZA > PERFUMES > MASCULINO;85.16;0;0
7898589684406;C;PERFUME MASCULINO PARFUM MILLION 100ML;Drogaven;85.16;106.7;Drogaven;85.16;PRINCIPAL > PERFUMARIA > BELEZA > PERFUMES > MASCULINO;85.16;0;0
7891024179925;B;PERIOGARD S/ALCOOL SOL 250ML;Drogal;32.79;31.72;DROGACENTRO;31.72;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > ANTISSEPTICO BUCAL;35.27;32.79;0
7891024033425;B;PERIOGARD S/ALCOOL SOL EXTRA MINT 250ML;Drogal;32.79;31.72;DROGACENTRO;31.72;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > ANTISSEPTICO BUCAL;35.27;32.79;0
3701129810767;D;PHOTODERM FACIAL ANTIOLEOSIDADE CLARO FPS70 40G;Drogal;88.99;83.91;DROGACENTRO;83.91;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;0;88.99;0
3701129810705;D;PHOTODERM FACIAL ANTIOLEOSIDADE MEDIO FPS70 40G;Drogal;88.99;83.9;DROGACENTRO;83.9;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;0;88.99;0
3701129810224;C;PHOTODERM TOQUE SECO ANTIOLEOSIDADE S/ COR FPS 70 40G;Drogaven;63.58;95.65;Drogaven;63.58;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;63.58;0;0
7898647920187;D;PINCA BELLE BASIC COM 2 UN 34-0187;Drogaven;7.93;5.97;DROGACENTRO;5.97;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;7.93;0;0
7896075711001;C;PINCA DEPILAT.MERHEJE PROF P.DIAGO;Drogaven;9.44;16.39;Drogaven;9.44;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;9.44;0;0
7896075709053;B;PINCA DEPILATORIA MERHEJE C/2 UNID.;Drogaven;3.43;5.7;Drogaven;3.43;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;3.43;0;0
7898647923201;B;PINCA DIAGONAL BASIC 34-3201;Drogaven;8.03;11.56;Drogaven;8.03;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;8.03;0;0
7898647920545;C;PINCEL PARA TINTURA BELLE GD 34-4321;Drogaven;8.12;7.45;DROGACENTRO;7.45;PRINCIPAL > PERFUMARIA > CABELO > ACESSORIOS > classificar;8.12;0;0
7898647920286;C;PIRANHA BELLESA FASHION C/1 UN 34-0286;Drogaven;5.38;5.98;Drogaven;5.38;PRINCIPAL > PERFUMARIA > CABELO > ACESSORIOS > classificar;5.38;0;0
7898958060930;C;PIRANHA BELLESA MEDIA C/1 UN 34-0930;Drogaven;3.72;2.4;DROGACENTRO;2.4;PRINCIPAL > PERFUMARIA > CABELO > ACESSORIOS > classificar;3.72;0;0
7898647922051;C;PIRANHA BIANCA 4 DENTES MEDIA 34-2051;Drogaven;6.95;7.57;Drogaven;6.95;PRINCIPAL > PERFUMARIA > CABELO > ACESSORIOS > classificar;6.95;0;0
7891024130728;C;PLAX FRESH MINT 60ML;Drogaven;5.78;5.91;Drogaven;5.78;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > ANTISSEPTICO BUCAL;5.78;0;0
7891024027622;C;PLAX ICE INFINIT LV 500 PG 350ML;Drogal;19.09;19.94;Drogal;19.09;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > ANTISSEPTICO BUCAL;19.5;19.09;0
7894222022017;C;PO COMPACTO DAILUS D3 CLARO VEGANO;Drogaven;17.54;23.36;Drogaven;17.54;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;17.54;0;0
7894222022024;C;PO COMPACTO DAILUS D4 CLARO VEGANO;Drogaven;17.54;23.36;Drogaven;17.54;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;17.54;0;0
7894222022031;C;PO COMPACTO DAILUS D5 MEDIO VEGANO;Drogaven;17.54;23.36;Drogaven;17.54;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;17.54;0;0
7894222022048;C;PO COMPACTO DAILUS D6 MEDIO VEGANO;Drogaven;17.54;23.36;Drogaven;17.54;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;17.54;0;0
7894222022055;C;PO COMPACTO DAILUS D7 MEDIO VEGANO;Drogaven;17.54;23.36;Drogaven;17.54;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;17.54;0;0
7899852022673;C;PO COMPACTO VULT MAKE MATTE ULTRA FINO 9G V440;Drogaven;24.0;30.22;Drogaven;24.0;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;24.0;0;0
7899852022659;C;PO COMPACTO VULT MATTE ULTA FINO 9G V430;Drogaven;24.0;30.22;Drogaven;24.0;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;24.0;0;0
7899852022635;C;PO COMPACTO VULT MATTE ULTA FINO 9G V450;Drogaven;24.0;30.22;Drogaven;24.0;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;24.0;0;0
7899852022703;C;PO COMPACTO VULT MATTE ULTA FINO 9G V460;Drogaven;24.0;30.22;Drogaven;24.0;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;24.0;0;0
7899852022642;C;PO COMPACTO VULT MATTE ULTRA FINO 9G V420;Drogaven;24.0;30.22;Drogaven;24.0;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;24.0;0;0
7896902206540;C;PO DESCOLORANTE DOURA PELOS SUNLESS 20G;Drogaven;6.03;7.6;Drogaven;6.03;PRINCIPAL > PERFUMARIA > CABELO > DESCOLORANTE;6.03;0;0
7894222039220;C;PO SOLTO DAILUS CLARO;Drogaven;32.33;43.14;Drogaven;32.33;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;32.33;0;0
7894222039244;C;PO SOLTO DAILUS ESCURO;Drogaven;32.33;43.14;Drogaven;32.33;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;32.33;0;0
7894222039237;C;PO SOLTO DAILUS MEDIO;Drogaven;32.33;43.14;Drogaven;32.33;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;32.33;0;0
7896512902504;C;POLVILHO GRANADO 200G;Drogal;23.49;25.8;Drogal;23.49;PRINCIPAL > PERFUMARIA > MASCULINO > TALCO/ANTISSEPTICO PES;23.89;23.49;0
7896512904126;C;POLVILHO SPORT GRANADO 100G;Drogal;13.39;16.25;Drogal;13.39;PRINCIPAL > PERFUMARIA > MASCULINO > TALCO/ANTISSEPTICO PES;15.04;13.39;0
7896512904089;C;POLVILHO TRADICIONAL GRANADO 100G;Drogal;13.39;16.25;Drogal;13.39;PRINCIPAL > PERFUMARIA > MASCULINO > TALCO/ANTISSEPTICO PES;15.04;13.39;0
7896007200887;C;PRESERVATIVO BLOWTEX SKYN C/6;Drogaven;24.0;28.03;Drogaven;24.0;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;24.0;0;0
7896007202096;C;PRESERVATIVO BLOWTEX SKYN ORIGINAL L8P6;Drogal;34.85;24.53;DROGACENTRO;24.53;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;34.85;0
7896222720030;C;PRESERVATIVO JONTEX LUBRIFICADO BOLSO C/3;Drogaven;8.85;7.56;DROGACENTRO;7.56;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;8.85;0;0
7896222721075;B;PRESERVATIVO JONTEX LUBRIFICADO LV 8 PG 6 ;Drogal;18.45;16.42;DROGACENTRO;16.42;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;20.65;18.45;0
7896222720009;C;PRESERVATIVO JONTEX LUBRIFICADO SENSITIVE BOLSO C/3;Drogaven;11.31;11.51;Drogaven;11.31;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;11.31;0;0
7891035990489;D;PRESERVATIVO JONTEX ORGASMO EM SINTONIA C/2;Drogal;15.85;13.97;DROGACENTRO;13.97;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;15.85;0
7891035990496;C;PRESERVATIVO JONTEX ORGASMO EM SINTONIA C/4;Drogaven;25.47;26.68;Drogaven;25.47;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;25.47;0;0
7891035990441;C;PRESERVATIVO JONTEX PELE C/PELE C/2;Drogaven;16.26;15.79;DROGACENTRO;15.79;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;16.26;0;0
7896222721068;C;PRESERVATIVO JONTEX SENSITIVE LV 8 PG 7 ;Drogaven;26.06;25.18;DROGACENTRO;25.18;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;26.06;0;0
7896222716279;C;PRESERVATIVO OLLA C/3;Drogaven;8.72;7.1;DROGACENTRO;7.1;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;8.72;0;0
7896222717788;B;PRESERVATIVO OLLA LV8 PG6;Drogal;13.99;16.01;Drogal;13.99;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;16.73;13.99;0
7896222716453;C;PRESERVATIVO OLLA MORANGO C/3;Drogaven;7.34;7.25;DROGACENTRO;7.25;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;7.34;0;0
7891035990861;C;PRESERVATIVO OLLA PLAY C/3;Drogaven;6.48;6.13;DROGACENTRO;6.13;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;6.48;0;0
7896222718334;C;PRESERVATIVO OLLA PROLONG C/3;Drogaven;11.26;9.12;DROGACENTRO;9.12;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;11.26;0;0
7896222717948;C;PRESERVATIVO OLLA SENSITIVE C/3;Drogaven;13.08;7.89;DROGACENTRO;7.89;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;13.08;0;0
7896222718846;B;PRESERVATIVO OLLA SENSITIVE LV.8 PG.6;Drogaven;19.59;21.04;Drogaven;19.59;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;19.59;0;0
7898079006770;C;PRESERVATIVO PRUDENCE LUBRIFICADO CORES E SABORES L8P6;Drogal;11.99;12.1;Drogal;11.99;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;11.99;0
7898079000143;C;PRESERVATIVO PRUDENCE LUBRIFICADO EXTRA GRANDE C/3;Drogal;12.05;9.91;DROGACENTRO;9.91;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;12.05;0
7898079000433;D;PRESERVATIVO PRUDENCE LUBRIFICADO EXTRA GRANDE L8P6;Drogal;21.35;16.83;DROGACENTRO;16.83;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;21.35;0
7898079000440;C;PRESERVATIVO PRUDENCE LUBRIFICADO EXTRA TEXTURIZADO C/6;Drogal;17.15;14.19;DROGACENTRO;14.19;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;17.15;0
7898079000938;D;PRESERVATIVO PRUDENCE LUBRIFICADO MIX TROPICAL L8P6;Drogal;11.99;12.1;Drogal;11.99;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;11.99;0
7898079000235;C;PRESERVATIVO PRUDENCE LUBRIFICADO NEON C/3;Drogal;22.29;17.62;DROGACENTRO;17.62;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;22.29;0
7898079000419;C;PRESERVATIVO PRUDENCE LUBRIFICADO PARTY PACK MISTA C/12;Drogal;26.49;24.18;DROGACENTRO;24.18;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;26.49;0
7898079003120;D;PRESERVATIVO PRUDENCE LUBRIFICADO SUPER SENSIT INTENSE C/3;Drogal;13.99;10.08;DROGACENTRO;10.08;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;13.99;0
7898079003106;C;PRESERVATIVO PRUDENCE LUBRIFICADO SUPER SENSIT INTENSE C/6;Drogal;19.99;17.57;DROGACENTRO;17.57;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;19.99;0
7898079001386;C;PRESERVATIVO PRUDENCE LUBRIFICADO SUPER SENSIT L12P10;Drogal;36.65;30.67;DROGACENTRO;30.67;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;36.65;0
7898079001416;C;PRESERVATIVO PRUDENCE LUBRIFICADO SUPER SENSIT L8P6;Drogal;14.99;18.4;Drogal;14.99;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;14.99;0
7898079002963;D;PRESERVATIVO PRUDENCE LUBRIFICADO ULTRA SENSIVEL L8P6;Drogal;11.99;14.19;Drogal;11.99;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;0;11.99;0
7898556850612;C;PRESERVATIVO RILEX ALGODAO DOCE C/3;Drogaven;4.11;4.08;DROGACENTRO;4.08;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;4.11;0;0
7898556850667;D;PRESERVATIVO RILEX SENSITIVE L8 P6;Drogaven;13.81;16.32;Drogaven;13.81;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;13.81;0;0
7898903991524;C;PRESERVATIVO RILEX TUTTI FRUTTI C/3;Drogaven;3.91;3.88;DROGACENTRO;3.88;PRINCIPAL > PERFUMARIA > MASCULINO > RELACOES INTIMAS > PRESERVATIVO;3.91;0;0
7896641810510;C;PROCTODERM 100ML ;Drogal;61.69;82.96;Drogal;61.69;PRINCIPAL > PERFUMARIA > HIGIENE > DESCARTAVEL-INTIMA > classificar;63.69;61.69;0
7898636192489;C;PROTETOR CICATRICURE MATTE FPS 50 40G;Drogal;43.29;54.38;Drogal;43.29;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > FACIAL;44.86;43.29;0
7896902287099;C;PROTETOR FACIAL TOQUE AVELUDADO FPS50 35G SUNLESS ;Drogaven;44.0;45.31;Drogaven;44.0;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > FACIAL;44.0;0;0
7896902204942;D;PROTETOR FACIAL TOQUE SECO BEGE CLARO FPS50 60G SUNLESS ;Drogaven;30.14;39.18;Drogaven;30.14;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > FACIAL;30.14;0;0
7896902212596;D;PROTETOR FACIAL TOQUE SECO BEGE MEDIO FPS50 60G SUNLESS ;Drogaven;30.28;44.66;Drogaven;30.28;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > FACIAL;30.28;0;0
7896902205147;C;PROTETOR FACIAL TOQUE SECO SEM BASE FPS50 60G SUNLESS ;Drogaven;25.38;37.48;Drogaven;25.38;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > FACIAL;25.38;0;0
7899706185745;C;PROTETOR HIDRATANTE + VITAMINA C COM COR CLARA;Drogaven;47.42;52.57;Drogaven;47.42;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;47.42;0;0
7899706185769;C;PROTETOR HIDRATANTE + VITAMINA C COM COR MEDIA;Drogaven;46.74;52.58;Drogaven;46.74;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;46.74;0;0
7899706185783;D;PROTETOR HIDRATANTE + VITAMINA C COM COR MORENA;Drogal;53.49;56.38;Drogal;53.49;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;0;53.49;0
7899852025780;C;PROTETOR LABIAL AMORA VULT 3,5G;Drogal;17.99;21.66;Drogal;17.99;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;18.52;17.99;0
7899852020051;C;PROTETOR LABIAL MELANCIA VULT 3,5G;Drogal;17.99;21.66;Drogal;17.99;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;18.52;17.99;0
7899852020068;C;PROTETOR LABIAL MENTA VULT 3,5G;Drogaven;14.69;21.66;Drogaven;14.69;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;14.69;0;0
7899852020075;C;PROTETOR LABIAL MORANGO VULT 3,5G;Drogal;17.99;21.66;Drogal;17.99;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;18.52;17.99;0
4005900659712;C;PROTETOR NIVEA BEAUTY EXPERT FACIAL EFEITO MATTE FPS50;Drogaven;54.87;67.32;Drogaven;54.87;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > FACIAL;54.87;0;0
4005808555345;C;PROTETOR NIVEA SUN LOCAO FPS 50 200ML;Drogaven;66.63;55.52;DROGACENTRO;55.52;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;66.63;0;0
4005900308719;C;PROTETOR NIVEA SUN LOCAO FPS 70 200ML;Drogaven;86.73;69.6;DROGACENTRO;69.6;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;86.73;0;0
4005900980397;C;PROTETOR NIVEA TOQUE SECO ANTISSINAIS FPS70 40ML;Drogaven;44.98;47.82;Drogaven;44.98;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;44.98;0;0
7896902215788;C;PROTETOR SOLAR BABY FPS60 HIPOALERGENICO SUNLESS 120G;Drogaven;48.7;54.76;Drogaven;48.7;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;48.7;0;0
7896902205956;C;PROTETOR SOLAR FPS30 TOQUE SECO 200G SUNLESS ;Drogaven;37.23;42.39;Drogaven;37.23;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;37.23;0;0
7896902206298;C;PROTETOR SOLAR FPS50 TOQUE SECO 200G SUNLESS ;Drogaven;48.9;43.8;DROGACENTRO;43.8;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;48.9;0;0
7896902213098;C;PROTETOR SOLAR FPS50 TOQUE SECO SUNLESS 120G;Drogaven;39.19;38.58;DROGACENTRO;38.58;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;39.19;0;0
7896902209107;C;PROTETOR SOLAR FPS60 KIDS 120G SUNLESS;Drogaven;55.85;52.04;DROGACENTRO;52.04;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;55.85;0;0
7896902217416;C;PROTETOR SOLAR FPS60 KIDS TOQUE SECO 200G SUNLESS ;Drogaven;61.73;63.0;Drogaven;61.73;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;61.73;0;0
7896902285286;C;PROTETOR SOLAR FPS60 TOQUE SECO 200G SUNLESS ;Drogaven;57.72;64.7;Drogaven;57.72;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > classificar;57.72;0;0
7908785422075;D;PROTETOR SOLAR L'OREAL FPS60 FACIAL 40G+GEL DE LIMPEZA 40G;Drogal;60.05;56.16;DROGACENTRO;56.16;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;0;60.05;0
7898647924260;D;PULSEIRA KID DIVERSOS C/2 UN 34-4260;Drogaven;11.66;16.46;Drogaven;11.66;PRINCIPAL > PERFUMARIA > INFANTIL > ACESSORIO INFANTIL > classificar;11.66;0;0
7894222031163;D;QUARTETO PARA SOBRANCELHAS;Drogaven;28.41;35.6;Drogaven;28.41;PRINCIPAL > PERFUMARIA > BELEZA > MAQUIAGEM > classificar;28.41;0;0
7896013551447;C;RECARGA DE QUERATINA NOVEX 80G;Drogaven;14.69;17.26;Drogaven;14.69;PRINCIPAL > PERFUMARIA > CABELO > classificar;14.69;0;0
7702018037865;B;REFIL GILETTE MACH 3 SENSITIVE C/ 2 UN;Drogaven;28.41;29.21;Drogaven;28.41;PRINCIPAL > PERFUMARIA > MASCULINO > BARBA/BIGODE > APARELHO/CARGA/LAMINA/NAVALHA;28.41;0;0
047400179240;A;REFIL GILETTE MACH 3 TRADICIONAL C/ 2 UN;Drogal;29.99;22.45;DROGACENTRO;22.45;PRINCIPAL > PERFUMARIA > MASCULINO > BARBA/BIGODE > APARELHO/CARGA/LAMINA/NAVALHA;0;29.99;0
7896114313111;C;REFIL INTERDENT BITUFO CILINDRICA ULTRAFINA C/6 3MM;Drogal;21.55;25.38;Drogal;21.55;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > ESCOVA DENTAL;0;21.55;0
7898610375051;C;REPARADOR DE PONTAS HASKELL MANDIOCA 35ML;Drogaven;44.48;42.95;DROGACENTRO;42.95;PRINCIPAL > PERFUMARIA > CABELO > classificar;44.48;0;0
7896902200623;D;REPELENTE ADULTO AERO MOSKITOFF 165ML;Drogaven;24.4;24.64;Drogaven;24.4;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;24.4;0;0
7896902207127;C;REPELENTE ADULTO SPRAY MOSKITOFF 100ML;DrogaRaia;26.9;12.19;DROGACENTRO;12.19;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;0;0;26.9
7894650938751;D;REPELENTE EXPOSIS AEROSOL 100ML;Drogal;71.89;65.75;DROGACENTRO;65.75;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;0;71.89;0
7898392800161;C;REPELENTE EXPOSIS EXTREME SPRAY 100ML;Drogaven;63.6;64.62;Drogaven;63.6;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;63.6;0;0
7898392800178;C;REPELENTE EXPOSIS GEL 100ML;Drogal;72.75;70.25;DROGACENTRO;70.25;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;0;72.75;0
7894650938898;D;REPELENTE EXPOSIS GEL BEBE 117G;Drogaven;63.6;63.58;DROGACENTRO;63.58;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;63.6;0;0
7898392800277;C;REPELENTE EXPOSIS GEL INFANTIL 100ML;Drogal;78.05;63.58;DROGACENTRO;63.58;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;0;78.05;0
7898392800055;C;REPELENTE EXPOSIS INFANTIL SPRAY 100ML;Drogaven;66.15;61.04;DROGACENTRO;61.04;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;66.15;0;0
7894650940068;C;REPELENTE EXPOSIS SPRAY 150ML;DrogaRaia;74.48;100.11;DrogaRaia;74.48;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;0;0;74.48
7894650009598;C;REPELENTE OFF! ACTIVE SPRAY 170ML;Drogal;33.19;37.95;Drogal;33.19;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;45.76;33.19;0
7894650010747;C;REPELENTE OFF! TOQUE LEVE GEL HIDRATANTE 100G;Drogaven;26.66;36.67;Drogaven;26.66;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;26.66;0;0
7891035000898;C;REPELENTE SBP BABY LOÇAO 100ML  ;Drogaven;31.64;30.04;DROGACENTRO;30.04;PRINCIPAL > PERFUMARIA > BELEZA > PROTETOR PELE > REPELENTE;31.64;0;0
7899706171601;C;REVITALIFT HIALU DIA FPS20 49G;Drogaven;40.38;50.41;Drogaven;40.38;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;40.38;0;0
7899706171588;C;REVITALIFT HIALU NOTURNO 49G;Drogaven;40.38;47.68;Drogaven;40.38;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;40.38;0;0
7899706190145;C;REVITALIFT HIALURONICO GEL DE LIMPEZA 80G;Drogaven;25.08;28.47;Drogaven;25.08;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;25.08;0;0
7899706197106;C;REVITALIFT HIALURONICO OIL CONTR 49G;Drogaven;51.93;61.73;Drogaven;51.93;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;51.93;0;0
7899706124959;D;REVITALIFT LASER X3 CICATRICORRECT 30G;Drogal;68.45;82.59;Drogal;68.45;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;0;68.45;0
7908615012049;C;REVITALIFT PRO RETINOL GEL DE LIMPEZA 150G;Drogal;36.89;41.17;Drogal;36.89;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;0;36.89;0
7896082900054;C;SABONETE ACNASE 110G;Drogaven;14.4;17.65;Drogaven;14.4;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;14.4;0;0
7898549756624;C;SABONETE ACNASE CLEAN ANTIACNEICO 80G;Drogaven;16.27;18.94;Drogaven;16.27;PRINCIPAL > PERFUMARIA > BELEZA > ROSTO > classificar;16.27;0;0
7898549756631;D;SABONETE ACNASE CLEAN LIMPEZA PROFUNDA 80G;Drogaven;14.69;18.94;Drogaven;14.69;PRINCIPAL > PERFUMARIA > BELEZA > ROSTO > classificar;14.69;0;0
7898636190874;C;SABONETE ASEPXIA DETOX 80G;Drogaven;14.69;15.31;Drogaven;14.69;PRINCIPAL > PERFUMARIA > BELEZA > ROSTO > classificar;14.69;0;0
7898949409533;C;SABONETE ASEPXIA ESFOLIANTE 80G;Drogaven;12.33;14.74;Drogaven;12.33;PRINCIPAL > PERFUMARIA > BELEZA > ROSTO > classificar;12.33;0;0
650240012730;D;SABONETE ASEPXIA FORTE 80G;Drogaven;12.33;14.74;Drogaven;12.33;PRINCIPAL > PERFUMARIA > BELEZA > ROSTO > classificar;12.33;0;0
7898949409540;C;SABONETE ASEPXIA SUAVIZANTE 80G;Drogaven;12.33;14.74;Drogaven;12.33;PRINCIPAL > PERFUMARIA > BELEZA > ROSTO > classificar;12.33;0;0
3282770388596;C;SABONETE BARRA ACTINE CONTROL DERMATOL 70G;Drogaven;33.46;40.96;Drogaven;33.46;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;33.46;0;0
7897930750043;C;SABONETE BARRA SOAPEX 80G;Drogaven;29.3;37.49;Drogaven;29.3;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;29.3;0;0
